NomFrançais,NomAnglais,CAS,Classification,PourcentageDeDivulgation,Commentaire
Fluoroacétate de sodium,Sodium fluoroacetate,62-74-8,Class D1A - Very toxic material causing immediate and serious toxic effects,"1,0%",
2-Fluoroaniline,2-Fluoroaniline,348-54-9,Classification not available,"1,0%",
Fluoroborate de cadmium,Cadmium fluoroborate,14486-19-2,Classification not available,"1,0%",
Fluoroborate de cobalt (II),Cobalt(II) fluoroborate,26490-63-1,Classification not available,"1,0%",
Fluoroborate de strontium,Strontium fluoroborate,13814-98-7,Classification not available,"1,0%",
Fluoroborate d'étain,Tin fluoroborate,13814-97-6,Class D2B - Toxic material causing other toxic effects,"1,0%",
Fluoroformiate de méthyle,Methyl fluoroformate,,Not controlled product,"1,0%","Les propriétés toxicologiques de cet ingrédient ne sont pas connues. Dans un produit contrôlé, tout ingrédient dont les propriétés toxicologiques ne sont pas connues devrait faire l'objet d'une obligation de divulgation dans la fiche signalétique."
Fluorosilicate de plomb,Lead fluorosilicate,25808-74-6,Classification not available,"1,0%",
Fluorosilicate de zinc,Zinc silicofluoride,16871-71-9,Classification not available,"1,0%",
Fluorosulfate d'aluminium hydraté,Aluminum fluorosulfate hydrate,73680-58-7,Class D2B - Toxic material causing other toxic effects,"1,0%",
Fluorotrichlorométhane,Trichlorofluoromethane,75-69-4,Not controlled product,"1,0%","La dénomination chimique et la concentration de cet ingrédient doivent être divulgués sur la fiche signalétique s'il est présent à une concentration égale ou supérieure à 1,0 % dans un produit contrôlé."
Fluorure cuivrique,Cupric fluoride,7789-19-7,Class E - Corrosive materials,"1,0%",
Fluorure d'amino-2 benzènesulfonyle,2-Aminobenzenesulfonyl fluoride,392-86-9,Class E - Corrosive materials,"1,0%",
Fluorure d'ammonium,Ammonium fluoride,12125-01-8,Class D1B - Toxic material causing immediate and serious toxic effects,"1,0%",
Fluorure d'ammonium,Ammonium fluoride,12125-01-8,Class D2A - Very toxic material causing other toxic effects,"1,0%",
Fluorure d'argent,Silver fluoride,7775-41-9,Class D2B - Toxic material causing other toxic effects,"1,0%",
Fluorure de béryllium,Beryllium fluoride,7787-49-7,Classification not available,"0,1%",
Fluorure de cadmium,Cadmium fluoride,7790-79-6,Class D1B - Toxic material causing immediate and serious toxic effects,"0,1%",
Fluorure de cadmium,Cadmium fluoride,7790-79-6,Class D2A - Very toxic material causing other toxic effects,"0,1%",
Fluorure de carbonyle,Carbonyl fluoride,353-50-4,Class A - Compressed gases,"1,0%",
Fluorure de carbonyle,Carbonyl fluoride,353-50-4,Class D1A - Very toxic material causing immediate and serious toxic effects,"1,0%",
Fluorure de carbonyle,Carbonyl fluoride,353-50-4,Class E - Corrosive materials,"1,0%",
Fluorure de carbonyle,Carbonyl fluoride,353-50-4,Class F - Dangerously reactive materials,"1,0%",
Fluorure de césium,Cesium fluoride,13400-13-0,Class D2B - Toxic material causing other toxic effects,"1,0%",
Fluorure de lanthane,Lanthanum fluoride,13709-38-1,Class D2B - Toxic material causing other toxic effects,"1,0%",
Fluorure de lithium,Lithium fluoride,7789-24-4,Class D2B - Toxic material causing other toxic effects,"1,0%",
Fluorure de magnésium,Magnesium fluoride,7783-40-6,Class E - Corrosive materials,"1,0%",
Fluorure de méthyle,Methyl fluoride,593-53-3,Class A - Compressed gases,"1,0%",
Fluorure de nitro-3 chloro-4 benzylidyne,3-Nitro-4-chlorobenzotrifluoride,121-17-5,Classification not available,"1,0%",
Fluorure de perchloryle,Perchloryl fluoride,7616-94-6,Class A - Compressed gases,"1,0%",
Fluorure de perchloryle,Perchloryl fluoride,7616-94-6,Class C - Oxidizing materials,"1,0%",
Fluorure de perchloryle,Perchloryl fluoride,7616-94-6,Class D1A - Very toxic material causing immediate and serious toxic effects,"1,0%",
Fluorure de potassium,Potassium fluoride,7789-23-3,Class D1B - Toxic material causing immediate and serious toxic effects,"1,0%",
Fluorure de potassium,Potassium fluoride,7789-23-3,Class D2A - Very toxic material causing other toxic effects,"1,0%",
Fluorure de rubidium,Rubidium fluoride,13446-74-7,Class D2B - Toxic material causing other toxic effects,"1,0%",
Fluorure de sodium,Sodium fluoride,7681-49-4,Class D1B - Toxic material causing immediate and serious toxic effects,"1,0%",
Fluorure de sodium,Sodium fluoride,7681-49-4,Class D2A - Very toxic material causing other toxic effects,"1,0%",
Fluorure de sodium,Sodium fluoride,7681-49-4,Class D2B - Toxic material causing other toxic effects,"1,0%",
Fluorure de thallium(I),Thallium(I) fluoride,7789-27-7,Classification not available,"1,0%",
Fluorure de thionyle,Thionyl fluoride,7783-42-8,Class A - Compressed gases,"1,0%",
Fluorure de thionyle,Thionyl fluoride,7783-42-8,Class E - Corrosive materials,"1,0%",
Fluorure de tributylétain,Tributyltin fluoride,1983-10-4,Classification not available,"1,0%",
Fluorure de vinyle,Fluoroethylene,75-02-5,Class A - Compressed gases,"0,1%",
Fluorure de vinyle,Fluoroethylene,75-02-5,Class B1 - Flammable gases,"0,1%",
Fluorure de vinyle,Fluoroethylene,75-02-5,Class D2A - Very toxic material causing other toxic effects,"0,1%",
Fluorure de zirconium et de potassium,Zirconium potassium fluoride,16923-95-8,Classification not available,"1,0%",
Fluorure d'étain(II),Tin(II) fluoride,7783-47-3,Classification not available,"1,0%",
Fluorure d'hydrogène,Hydrogen fluoride,7664-39-3,Class D1A - Very toxic material causing immediate and serious toxic effects,"1,0%",
Fluorure d'hydrogène,Hydrogen fluoride,7664-39-3,Class D2A - Very toxic material causing other toxic effects,"1,0%",
Fluorure d'hydrogène,Hydrogen fluoride,7664-39-3,Class E - Corrosive materials,"1,0%",
Fluorure double d'aluminium et de sodium,Aluminum sodium fluoride,15096-52-3,Class D2B - Toxic material causing other toxic effects,"1,0%",
Fluorure d'ytterbium,Ytterbium fluoride,13760-80-0,Class D2B - Toxic material causing other toxic effects,"1,0%",
Fluorure d'yttrium,Yttrium fluoride,13709-49-4,Class D2B - Toxic material causing other toxic effects,"1,0%",
Fluorure ferrique,Ferric fluoride,7783-50-8,Class D2B - Toxic material causing other toxic effects,"1,0%",
Fluosilicate de nickel (II),Nickel(II) fluosilicate,26043-11-8,Classification not available,"1,0%",
Formaldéhyde,Formaldehyde,50-00-0,Class A - Compressed gases,"0,1%",
Formaldéhyde,Formaldehyde,50-00-0,Class B1 - Flammable gases,"0,1%",
Formaldéhyde,Formaldehyde,50-00-0,Class D1A - Very toxic material causing immediate and serious toxic effects,"0,1%",
Formaldéhyde,Formaldehyde,50-00-0,Class D2A - Very toxic material causing other toxic effects,"0,1%",
Formaldéhyde,Formaldehyde,50-00-0,Class D2B - Toxic material causing other toxic effects,"0,1%",
Formaline,Formol,,Class B3 - Combustible liquids,Non requise,
Formaline,Formol,,Class D1A - Very toxic material causing immediate and serious toxic effects,Non requise,
Formaline,Formol,,Class D2A - Very toxic material causing other toxic effects,Non requise,
Formaline,Formol,,Class D2B - Toxic material causing other toxic effects,Non requise,
Formaline,Formol,,Class E - Corrosive materials,Non requise,
Formiate d'allyle,Allyl formate,1838-59-1,Class B2 - Flammable liquids,"1,0%",
Formiate d'allyle,Allyl formate,1838-59-1,Class D1B - Toxic material causing immediate and serious toxic effects,"1,0%",
Formiate d'aluminium,Aluminum formate,7360-53-4,Not controlled product,Non requise,
Formiate de butyle normal,n-Butyl formate,592-84-7,Class B2 - Flammable liquids,"1,0%",
Formiate de calcium,Calcium formate,544-17-2,Classification not available,"1,0%",
Formiate de méthyle,Methyl formate,107-31-3,Class B2 - Flammable liquids,"1,0%",
Formiate de méthyle,Methyl formate,107-31-3,Class D2B - Toxic material causing other toxic effects,"1,0%",
Formiate de nickel,Nickel formate,15843-27-3,Classification not available,"0,1%",
Formiate de sodium,Sodium formate,141-53-7,Not controlled product,Non requise,
Formiate d'éthyle,Ethyl formate,109-94-4,Class B2 - Flammable liquids,"1,0%",
Formiate d'éthyle,Ethyl formate,109-94-4,Class D2B - Toxic material causing other toxic effects,"1,0%",
Fraction intermédiaire hydrotraitée du distillat de pétrole,Hydrotreated middle distillate (petroleum),64742-46-7,Not controlled product,Non requise,
Fraction légère du solvant naphta,Light aliphatic solvent naphtha (petroleum),64742-89-8,Class B2 - Flammable liquids,"1,0%",
Fréon® E15,Freon® E15,122998-72-5,Not controlled product,Non requise,
Fréon® E3,Freon® E3,3330-16-3,Not controlled product,Non requise,
Fréon® E4,Freon® E4,26738-51-2,Not controlled product,Non requise,
Fréon® E5,Freon® E5,37486-69-4,Not controlled product,Non requise,
Fréon® E8,Freon® E,27120-63-4,Not controlled product,Non requise,
Fructose (d-),d-Fructose,57-48-7,Not controlled product,Non requise,
Fumarate de di(2-éthylhexyle),Di(2-ethylhexyl)fumarate,141-02-6,Classification not available,"1,0%",
Fumarate ferreux,Ferrous fumarate,141-01-5,Not controlled product,"1,0%","Ce produit est inscrit sur le Liste de divulgation des ingrédients sous la dénomination chimique fer, sels hydrosolubles,n.s.a (non spécifié autrement).  La dénomination chimique et la concentration de cet ingrédient doivent être divulgués sur la fiche signalétique s'il est présent à une concentration égale ou supérieure à 1,0 % dans un produit contrôlé."
Fumaryl chloride,Fumaryl chloride,627-63-4,Classification not available,"1,0%",
Furanne,Furane,110-00-9,Class B2 - Flammable liquids,"0,1%",
Furanne,Furane,110-00-9,Class D1A - Very toxic material causing immediate and serious toxic effects,"0,1%",
Furanne,Furane,110-00-9,Class D2A - Very toxic material causing other toxic effects,"0,1%",
Furfuraldéhyde,Aldehyde furfurylique,98-01-1,Class B3 - Combustible liquids,"1,0%",
Furfuraldéhyde,Aldehyde furfurylique,98-01-1,Class D1B - Toxic material causing immediate and serious toxic effects,"1,0%",
Furfuraldéhyde,Aldehyde furfurylique,98-01-1,Class D2B - Toxic material causing other toxic effects,"1,0%",
Furfurylfuramide (AF-2),Furylfuramide (AF-2),3688-53-7,Classification not available,"0,1%",
2-Furoate de méthyle,Methyl-2-furoate,611-13-2,Classification not available,"1,0%",
Galactose,Galactose,26566-61-0,Not controlled product,Non requise,
"Galactose, (d-)",d-Galactose,59-23-4,Not controlled product,Non requise,
Gallium élémentaire,"Gallium, elemental",7440-55-3,Classification not available,"1,0%",
Gamma-amylase,"Amylase, gluco-",9032-08-0,Class D2B - Toxic material causing other toxic effects,"1,0%",
Gaz naturel,Natural gas,8006-14-2,Class A - Compressed gases,"1,0%",
Gaz naturel,Natural gas,8006-14-2,Class B1 - Flammable gases,"1,0%",
Gel de silice,Silica gel,63231-67-4,Not controlled product,Non requise,
Gelée de pétrole,Petrolatum,8009-03-8,Not controlled product,Non requise,
Gluceptate de sodium,Gluceptate sodium,13007-85-7,Not controlled product,Non requise,
Gluconate de baryum trihydraté,Barium gluconate trihydrate,,Not controlled product,"1,0%","Ce produit est inscrit sur la Liste de divulgation des ingrédients sous la dénomination chimique baryum, composés hydrosolubles, n.s.a (non spécifié autrement). La dénomination chimique et la concentration de cet ingrédient doivent être divulgués sur la fiche signalétique s'il est présent à une concentration égale ou supérieure à 1,0 % dans un produit contrôlé."
Gluconate de calcium,Calcium gluconate,299-28-5,Not controlled product,Non requise,
Gluconate de sodium,Sodium gluconate,527-07-1,Not controlled product,Non requise,
Gluconate ferreux,Ferrous gluconate,299-29-6,Not controlled product,"1,0%","Ce produit est inscrit sur la Liste de divulgation des ingrédients sous la dénomination chimique fer, sels hydrosolubles, n.s.a (non spécifié autrement). La dénomination chimique et la concentration de cet ingrédient doivent être divulgués sur la fiche signalétique s'il est présent à une concentration égale ou supérieure à 1,0% dans un produit contrôlé."
Gluconate ferreux dihydraté,Ferrous gluconate dihydrate,22830-45-1,Not controlled product,"1,0%","Ce produit est inscrit sur le Liste de divulgation des ingrédients sous la dénomination chimique Fer, sels hydrosolubles, n.s.a (non spécifié autrement)."
Glutamine (d-),d-Glutamine,5959-95-5,Not controlled product,Non requise,
Glutamine (l-),l-Glutamine,56-85-9,Not controlled product,Non requise,
Glycérine,Glycerol,56-81-5,Not controlled product,Non requise,
Glycérophosphate de potassium,Potassium glycerophosphate,1319-69-3,Not controlled product,Non requise,
Glycérophosphate de potassium 75%,Potassium glycerophosphate 75%,,Not controlled product,Non requise,
Glycidaldéhyde,Glycidaldehyde,765-34-4,Classification not available,"1,0%",
Glycinate de sodium,Sodium glycinate,6000-44-8,Not controlled product,Non requise,
Glycine,Glycine,56-40-6,Not controlled product,Non requise,
Glycogène,Glycogen,9005-79-2,Not controlled product,Non requise,
Glyoxal,Glyoxal,107-22-2,Class D2B - Toxic material causing other toxic effects,"1,0%",
Glyoxal,Glyoxal,107-22-2,Class F - Dangerously reactive materials,"1,0%",
Gomme adragante,Gum tragacanth,9000-65-1,Classification not available,"0,1%",
Gomme arabique,Arabic gum,9000-01-5,Class D2A - Very toxic material causing other toxic effects,"0,1%",
Goudron de houille,Coal tar,8007-45-2,Classification not available,"1,0%",
Goudron de houille (résidu de condensation de haute température),Tar decanter sludge,65996-89-6,Class D2A - Very toxic material causing other toxic effects,"0,1%",
Graphite naturel,Natural graphite,7782-42-5,Class D2A - Very toxic material causing other toxic effects,Non requise,
Graphite synthétique,Synthetic graphite,,Class D2B - Toxic material causing other toxic effects,"1,0%",
Gras animal,Tallow,61789-97-7,Not controlled product,Non requise,
Guaïacol,Guaiacol,90-05-1,Not controlled product,"1,0%","La dénomination chimique et la concentration de cet ingrédient doivent être divulgués sur la fiche signalétique s'il est présent à une concentration égale ou supérieure à 1,0 % dans un produit contrôlé."
Hafnium,Hafnium,7440-58-6,Not controlled product,"1,0%",
Hélium,Helium,7440-59-7,Class A - Compressed gases,"1,0%",
Hématoxyline,Hematoxylin,517-28-2,Not controlled product,Non requise,
Heptadécane,Heptadecane,629-78-7,Not controlled product,Non requise,
Heptafluorobutyrate d'argent,Silver heptafluorobutyrate,3794-64-7,Classification not available,"1,0%",
Heptamolybdate d'ammonium anhydré,Ammonium heptamolybdate,12027-67-7,Not controlled product,"1,0%","La dénomination chimique et la concentration de cet ingrédient doivent être divulgués sur la fiche signalétique s'il est présent à une concentration égale ou supérieure à 1,0 % dans un produit contrôlé."
Heptamolybdate d'ammonium tétrahydraté,Ammonium heptamolybdate tetrahydrate,12054-85-2,Not controlled product,"1,0%","Ce produit est inscrit sur la Liste de divulgation des ingrédients sous la dénomination chimique molybdène, composés, n.s.a (non spécifié autrement). La dénomination chimique et la concentration de cet ingrédient doivent être divulgués sur la fiche signalétique s'il est présent à une concentration égale ou supérieure à 1,0 % dans un produit contrôlé."
Heptane normal,Normal heptane,142-82-5,Class B2 - Flammable liquids,"1,0%",
Heptane normal,Normal heptane,142-82-5,Class D2B - Toxic material causing other toxic effects,"1,0%",
"Heptanedione-3,5",Dipropionylmethane,7424-54-6,Not controlled product,Non requise,
2-Heptanol,2-Heptanol,543-49-7,Class B3 - Combustible liquids,"1,0%",
2-Heptanol,2-Heptanol,543-49-7,Class D2B - Toxic material causing other toxic effects,"1,0%",
3-Heptanol,3-Heptanol,589-82-2,Classification not available,"1,0%",
Heptylamine normal,n-Heptylamine,111-68-2,Class B2 - Flammable liquids,"1,0%",
Heptylamine normal,n-Heptylamine,111-68-2,Class D2B - Toxic material causing other toxic effects,"1,0%",
Hexabromoplatinate de dipotassium,Dipotassium hexabromoplatinate,16920-93-7,Classification not available,"0,1%",
Hexacarbonyle de tungstène,Tungstene hexacarbonyl,14040-11-0,Not controlled product,"1,0%","Ce produit est inscrit sur la Liste de divulgation des ingrédients sous la dénomination chimique tungstène, composés, n.s.a (non spécifié autrement). La dénomination chimique et la concentration de cet ingrédient doivent être divulgués sur la fiche signalétique s'il est présent à une concentration égale ou supérieure à 1,0 % dans un produit contrôlé."
